HomeTeam,AwayTeam,FTR,
Blackburn,Middlesbrough,D,
Everton,Man United,D,
Sunderland,Newcastle,H,
West Brom,Hull,A,
Chelsea,Liverpool,A,
Man City,Stoke,H,
Portsmouth,Fulham,D,
Tottenham,Bolton,H,
West Ham,Arsenal,A,
Wigan,Aston Villa,A,
Newcastle,West Brom,H,
Arsenal,Tottenham,D,
Aston Villa,Blackburn,H,
Bolton,Everton,A,
Fulham,Wigan,H,
Hull,Chelsea,A,
Liverpool,Portsmouth,H,
Man United,West Ham,H,
Middlesbrough,Man City,H,
Stoke,Sunderland,H,
Chelsea,Sunderland,H,
Everton,Fulham,H,
Man United,Hull,H,
Middlesbrough,West Ham,D,
Portsmouth,Wigan,A,
Stoke,Arsenal,H,
Tottenham,Liverpool,H,
West Brom,Blackburn,D,
Bolton,Man City,H,
Newcastle,Aston Villa,H,
Arsenal,Man United,H,
Hull,Bolton,A,
Liverpool,West Brom,H,
Sunderland,Portsmouth,A,
West Ham,Everton,A,
Wigan,Stoke,D,
Aston Villa,Middlesbrough,A,
Blackburn,Chelsea,A,
Fulham,Newcastle,H,
Man City,Tottenham,A,
Arsenal,Aston Villa,A,
Blackburn,Sunderland,A,
Bolton,Liverpool,A,
Fulham,Tottenham,H,
Man United,Stoke,H,
Newcastle,Wigan,D,
West Brom,Chelsea,A,
West Ham,Portsmouth,D,
Everton,Middlesbrough,D,
Hull,Man City,D,
Aston Villa,Man United,D,
Chelsea,Newcastle,D,
Liverpool,Fulham,D,
Man City,Arsenal,H,
Middlesbrough,Bolton,A,
Portsmouth,Hull,D,
Stoke,West Brom,H,
Sunderland,West Ham,A,
Tottenham,Blackburn,H,
Wigan,Everton,H,
Aston Villa,Fulham,D,
Middlesbrough,Newcastle,D,
Stoke,Hull,D,
Sunderland,Bolton,A,
Wigan,West Brom,H,
Chelsea,Arsenal,A,
Man City,Man United,A,
Portsmouth,Blackburn,H,
Tottenham,Everton,A,
Liverpool,West Ham,D,
Arsenal,Wigan,H,
Blackburn,Liverpool,A,
Bolton,Chelsea,A,
Fulham,Man City,D,
Hull,Middlesbrough,H,
Man United,Sunderland,H,
Newcastle,Stoke,D,
Everton,Aston Villa,A,
West Brom,Portsmouth,D,
West Ham,Tottenham,A,
Aston Villa,Bolton,H,
Liverpool,Hull,D,
Man City,Everton,A,
Middlesbrough,Arsenal,D,
Stoke,Fulham,D,
Sunderland,West Brom,H,
Tottenham,Man United,D,
Wigan,Blackburn,H,
Chelsea,West Ham,D,
Portsmouth,Newcastle,A,
Blackburn,Stoke,H,
Bolton,Portsmouth,H,
Fulham,Middlesbrough,H,
Hull,Sunderland,A,
West Ham,Aston Villa,A,
Arsenal,Liverpool,D,
Newcastle,Tottenham,H,
West Brom,Man City,H,
Everton,Chelsea,D,
Aston Villa,Arsenal,D,
Chelsea,West Brom,H,
Liverpool,Bolton,H,
Man City,Hull,H,
Middlesbrough,Everton,A,
Portsmouth,West Ham,A,
Stoke,Man United,A,
Sunderland,Blackburn,D,
Tottenham,Fulham,D,
Wigan,Newcastle,H,
Arsenal,Portsmouth,H,
Blackburn,Man City,D,
Bolton,Wigan,A,
Everton,Sunderland,H,
Fulham,Chelsea,D,
Newcastle,Liverpool,A,
West Brom,Tottenham,H,
West Ham,Stoke,H,
Man United,Middlesbrough,H,
Hull,Aston Villa,A,
Arsenal,Bolton,H,
Aston Villa,West Brom,H,
Everton,Hull,H,
Middlesbrough,Sunderland,D,
Newcastle,West Ham,D,
Stoke,Liverpool,D,
Man United,Chelsea,H,
Wigan,Tottenham,H,
Man United,Wigan,H,
Blackburn,Newcastle,H,
Bolton,Man United,A,
Chelsea,Stoke,H,
Hull,Arsenal,A,
Man City,Wigan,H,
Sunderland,Aston Villa,A,
West Brom,Middlesbrough,H,
Tottenham,Portsmouth,D,
West Ham,Fulham,H,
Liverpool,Everton,D,
Portsmouth,Aston Villa,A,
Sunderland,Fulham,H,
Tottenham,Stoke,H,
West Brom,Man United,A,
Blackburn,Bolton,D,
Chelsea,Middlesbrough,H,
Everton,Arsenal,D,
Man City,Newcastle,H,
West Ham,Hull,H,
Wigan,Liverpool,D,
Arsenal,West Ham,D,
Aston Villa,Wigan,D,
Bolton,Tottenham,H,
Fulham,Portsmouth,H,
Hull,West Brom,D,
Man United,Everton,H,
Middlesbrough,Blackburn,D,
Stoke,Man City,H,
Liverpool,Chelsea,H,
Newcastle,Sunderland,D,
Blackburn,Aston Villa,A,
Chelsea,Hull,D,
Everton,Bolton,H,
Man City,Middlesbrough,H,
Portsmouth,Liverpool,A,
Sunderland,Stoke,H,
West Brom,Newcastle,A,
Wigan,Fulham,D,
Tottenham,Arsenal,D,
West Ham,Man United,A,
Portsmouth,Man City,H,
Man United,Fulham,H,
Arsenal,Sunderland,D,
Aston Villa,Chelsea,A,
Bolton,West Ham,H,
Man United,Blackburn,H,
Middlesbrough,Wigan,D,
Stoke,Portsmouth,D,
Fulham,West Brom,H,
Liverpool,Man City,D,
Newcastle,Everton,D,
Hull,Tottenham,A,
Arsenal,Fulham,D,
Chelsea,Wigan,H,
Everton,West Brom,H,
Middlesbrough,Liverpool,H,
Aston Villa,Stoke,D,
Bolton,Newcastle,H,
Hull,Blackburn,A,
West Ham,Man City,H,
Liverpool,Sunderland,H,
Portsmouth,Chelsea,A,
West Brom,Arsenal,A,
Blackburn,Everton,D,
Fulham,Hull,A,
Man City,Aston Villa,H,
Newcastle,Man United,A,
Stoke,Bolton,H,
Tottenham,Middlesbrough,H,
Wigan,West Ham,A,
Sunderland,Tottenham,D,
Fulham,Blackburn,A,
Arsenal,Blackburn,H,
Bolton,Fulham,A,
Everton,Stoke,H,
Hull,Newcastle,D,
Man United,Liverpool,A,
Middlesbrough,Portsmouth,D,
Sunderland,Wigan,A,
Aston Villa,Tottenham,A,
Chelsea,Man City,H,
West Ham,West Brom,D,
Blackburn,West Ham,D,
Fulham,Man United,H,
Newcastle,Arsenal,A,
Portsmouth,Everton,H,
Stoke,Middlesbrough,H,
Tottenham,Chelsea,H,
West Brom,Bolton,D,
Liverpool,Aston Villa,H,
Man City,Sunderland,H,
Wigan,Hull,H,
Arsenal,Man City,H,
Blackburn,Tottenham,H,
Bolton,Middlesbrough,H,
Fulham,Liverpool,A,
Hull,Portsmouth,D,
Newcastle,Chelsea,A,
West Brom,Stoke,A,
West Ham,Sunderland,H,
Everton,Wigan,H,
Man United,Aston Villa,H,
Chelsea,Bolton,H,
Liverpool,Blackburn,H,
Middlesbrough,Hull,H,
Portsmouth,West Brom,D,
Stoke,Newcastle,D,
Sunderland,Man United,A,
Tottenham,West Ham,H,
Wigan,Arsenal,A,
Aston Villa,Everton,D,
Man City,Fulham,A,
Aston Villa,West Ham,D,
Middlesbrough,Fulham,D,
Portsmouth,Bolton,H,
Stoke,Blackburn,H,
Sunderland,Hull,H,
Man City,West Brom,H,
Tottenham,Newcastle,H,
Liverpool,Arsenal,D,
Chelsea,Everton,D,
Man United,Portsmouth,H,
Bolton,Aston Villa,D,
Everton,Man City,A,
Fulham,Stoke,H,
Hull,Liverpool,A,
Man United,Tottenham,H,
West Brom,Sunderland,H,
West Ham,Chelsea,A,
Arsenal,Middlesbrough,H,
Blackburn,Wigan,H,
Newcastle,Portsmouth,D,
Chelsea,Fulham,H,
Man City,Blackburn,H,
Middlesbrough,Man United,A,
Portsmouth,Arsenal,A,
Stoke,West Ham,A,
Tottenham,West Brom,H,
Wigan,Bolton,D,
Liverpool,Newcastle,H,
Sunderland,Everton,A,
Aston Villa,Hull,H,
Blackburn,Portsmouth,H,
Bolton,Sunderland,D,
Everton,Tottenham,D,
Fulham,Aston Villa,H,
Hull,Stoke,A,
West Brom,Wigan,H,
West Ham,Liverpool,A,
Arsenal,Chelsea,A,
Man United,Man City,H,
Newcastle,Middlesbrough,H,
Wigan,Man United,A,
Bolton,Hull,D,
Everton,West Ham,H,
Man United,Arsenal,D,
Middlesbrough,Aston Villa,D,
Newcastle,Fulham,A,
Stoke,Wigan,H,
Tottenham,Man City,H,
Chelsea,Blackburn,H,
West Brom,Liverpool,A,
Portsmouth,Sunderland,H,
Arsenal,Stoke,H,
Aston Villa,Newcastle,H,
Blackburn,West Brom,D,
Fulham,Everton,A,
Hull,Man United,A,
Liverpool,Tottenham,H,
Man City,Bolton,H,
Sunderland,Chelsea,A,
West Ham,Middlesbrough,H,
Wigan,Portsmouth,H,
Aston Villa,Wigan,A,
Blackburn,Man City,A,
Bolton,Sunderland,A,
Chelsea,Hull,H,
Everton,Arsenal,A,
Portsmouth,Fulham,A,
Stoke,Burnley,H,
Wolves,West Ham,A,
Man United,Birmingham,H,
Tottenham,Liverpool,H,
Sunderland,Chelsea,A,
Wigan,Wolves,A,
Birmingham,Portsmouth,H,
Burnley,Man United,H,
Hull,Tottenham,A,
Liverpool,Stoke,H,
Arsenal,Portsmouth,H,
Birmingham,Stoke,D,
Hull,Bolton,H,
Man City,Wolves,H,
Sunderland,Blackburn,H,
Wigan,Man United,A,
Burnley,Everton,H,
Fulham,Chelsea,A,
West Ham,Tottenham,A,
Liverpool,Aston Villa,A,
Blackburn,West Ham,D,
Bolton,Liverpool,A,
Chelsea,Burnley,H,
Man United,Arsenal,H,
Stoke,Sunderland,H,
Tottenham,Birmingham,H,
Wolves,Hull,D,
Aston Villa,Fulham,H,
Everton,Wigan,H,
Portsmouth,Man City,A,
Blackburn,Wolves,H,
Liverpool,Burnley,H,
Man City,Arsenal,H,
Portsmouth,Bolton,A,
Stoke,Chelsea,A,
Sunderland,Hull,H,
Tottenham,Man United,A,
Wigan,West Ham,H,
Birmingham,Aston Villa,A,
Fulham,Everton,H,
Arsenal,Wigan,H,
Aston Villa,Portsmouth,H,
Bolton,Stoke,D,
Burnley,Sunderland,H,
Hull,Birmingham,A,
West Ham,Liverpool,A,
Chelsea,Tottenham,H,
Everton,Blackburn,H,
Man United,Man City,H,
Wolves,Fulham,H,
Birmingham,Bolton,A,
Blackburn,Aston Villa,H,
Fulham,Arsenal,A,
Liverpool,Hull,H,
Portsmouth,Everton,A,
Stoke,Man United,A,
Tottenham,Burnley,H,
Wigan,Chelsea,H,
Sunderland,Wolves,H,
Man City,West Ham,H,
Bolton,Tottenham,D,
Burnley,Birmingham,H,
Hull,Wigan,H,
Man United,Sunderland,D,
Wolves,Portsmouth,A,
Arsenal,Blackburn,H,
Chelsea,Liverpool,H,
Everton,Stoke,D,
West Ham,Fulham,D,
Aston Villa,Man City,D,
Arsenal,Birmingham,H,
Aston Villa,Chelsea,H,
Everton,Wolves,D,
Man United,Bolton,H,
Portsmouth,Tottenham,A,
Stoke,West Ham,H,
Sunderland,Liverpool,H,
Blackburn,Burnley,H,
Wigan,Man City,D,
Fulham,Hull,H,
Birmingham,Sunderland,H,
Burnley,Wigan,A,
Chelsea,Blackburn,H,
Hull,Portsmouth,D,
Tottenham,Stoke,A,
Wolves,Aston Villa,D,
Bolton,Everton,H,
Liverpool,Man United,H,
Man City,Fulham,D,
West Ham,Arsenal,D,
Arsenal,Tottenham,H,
Bolton,Chelsea,A,
Burnley,Hull,H,
Everton,Aston Villa,D,
Fulham,Liverpool,H,
Man United,Blackburn,H,
Portsmouth,Wigan,H,
Stoke,Wolves,D,
Sunderland,West Ham,D,
Birmingham,Man City,D,
West Ham,Aston Villa,H,
Aston Villa,Bolton,H,
Blackburn,Portsmouth,H,
Man City,Burnley,D,
Tottenham,Sunderland,H,
Wolves,Arsenal,A,
Chelsea,Man United,H,
Hull,Stoke,H,
West Ham,Everton,A,
Wigan,Fulham,D,
Liverpool,Birmingham,D,
Birmingham,Fulham,H,
Burnley,Aston Villa,D,
Chelsea,Wolves,H,
Hull,West Ham,D,
Liverpool,Man City,D,
Man United,Everton,H,
Sunderland,Arsenal,H,
Bolton,Blackburn,A,
Stoke,Portsmouth,H,
Tottenham,Wigan,H,
Fulham,Blackburn,H,
Hull,Everton,H,
Aston Villa,Tottenham,D,
Blackburn,Stoke,D,
Fulham,Bolton,D,
Man City,Hull,D,
Portsmouth,Man United,A,
West Ham,Burnley,H,
Wigan,Sunderland,H,
Arsenal,Chelsea,A,
Everton,Liverpool,A,
Wolves,Birmingham,A,
Arsenal,Stoke,H,
Aston Villa,Hull,H,
Blackburn,Liverpool,D,
Man City,Chelsea,H,
Portsmouth,Burnley,H,
West Ham,Man United,A,
Wigan,Birmingham,A,
Wolves,Bolton,H,
Everton,Tottenham,D,
Fulham,Sunderland,H,
Birmingham,West Ham,H,
Bolton,Man City,D,
Burnley,Fulham,D,
Chelsea,Everton,D,
Hull,Blackburn,D,
Man United,Aston Villa,A,
Stoke,Wigan,D,
Sunderland,Portsmouth,D,
Tottenham,Wolves,A,
Liverpool,Arsenal,A,
Birmingham,Blackburn,H,
Bolton,West Ham,H,
Man United,Wolves,H,
Sunderland,Aston Villa,A,
Burnley,Arsenal,D,
Chelsea,Portsmouth,H,
Liverpool,Wigan,H,
Tottenham,Man City,H,
Arsenal,Hull,H,
Aston Villa,Stoke,H,
Blackburn,Tottenham,A,
Fulham,Man United,H,
Man City,Sunderland,H,
Portsmouth,Liverpool,H,
Everton,Birmingham,D,
West Ham,Chelsea,D,
Wolves,Burnley,H,
Birmingham,Chelsea,D,
Burnley,Bolton,D,
Fulham,Tottenham,D,
Liverpool,Wolves,H,
Man City,Stoke,H,
Sunderland,Everton,D,
West Ham,Portsmouth,H,
Wigan,Blackburn,D,
Arsenal,Aston Villa,H,
Hull,Man United,A,
Blackburn,Sunderland,D,
Chelsea,Fulham,H,
Everton,Burnley,H,
Stoke,Birmingham,A,
Tottenham,West Ham,H,
Wolves,Man City,A,
Aston Villa,Liverpool,A,
Bolton,Hull,D,
Man United,Wigan,H,
Portsmouth,Arsenal,A,
Stoke,Fulham,H,
Arsenal,Everton,D,
Birmingham,Man United,D,
Man City,Blackburn,H,
Chelsea,Sunderland,H,
Everton,Man City,H,
Man United,Burnley,H,
Stoke,Liverpool,D,
Tottenham,Hull,D,
Wolves,Wigan,A,
Aston Villa,West Ham,D,
Blackburn,Fulham,H,
Bolton,Arsenal,A,
Arsenal,Bolton,H,
Liverpool,Tottenham,H,
Man United,Hull,H,
Bolton,Burnley,H,
Portsmouth,West Ham,D,
Tottenham,Fulham,H,
Wolves,Liverpool,D,
Aston Villa,Arsenal,D,
Blackburn,Wigan,H,
Chelsea,Birmingham,H,
Everton,Sunderland,H,
Birmingham,Tottenham,D,
Burnley,Chelsea,A,
Fulham,Aston Villa,A,
Hull,Wolves,D,
Liverpool,Bolton,H,
West Ham,Blackburn,D,
Wigan,Everton,A,
Arsenal,Man United,A,
Man City,Portsmouth,H,
Sunderland,Stoke,D,
Hull,Chelsea,D,
Fulham,Portsmouth,H,
Bolton,Fulham,D,
Burnley,West Ham,H,
Hull,Man City,H,
Liverpool,Everton,H,
Man United,Portsmouth,H,
Stoke,Blackburn,H,
Sunderland,Wigan,D,
Tottenham,Aston Villa,D,
Birmingham,Wolves,H,
Chelsea,Arsenal,H,
Fulham,Burnley,H,
Man City,Bolton,H,
Portsmouth,Sunderland,D,
Wigan,Stoke,D,
Arsenal,Liverpool,H,
Aston Villa,Man United,D,
Blackburn,Hull,H,
Everton,Chelsea,H,
West Ham,Birmingham,H,
Wolves,Tottenham,H,
Stoke,Man City,D,
Wigan,Bolton,D,
Arsenal,Sunderland,H,
Everton,Man United,H,
Portsmouth,Stoke,A,
West Ham,Hull,H,
Wolves,Chelsea,A,
Aston Villa,Burnley,H,
Blackburn,Bolton,H,
Fulham,Birmingham,H,
Man City,Liverpool,D,
Wigan,Tottenham,A,
Man United,West Ham,H,
Birmingham,Wigan,H,
Bolton,Wolves,H,
Burnley,Portsmouth,A,
Chelsea,Man City,A,
Stoke,Arsenal,A,
Liverpool,Blackburn,H,
Sunderland,Fulham,D,
Tottenham,Everton,H,
Arsenal,Burnley,H,
West Ham,Bolton,A,
Wolves,Man United,A,
Everton,Hull,H,
Wigan,Liverpool,H,
Portsmouth,Birmingham,A,
Sunderland,Bolton,H,
Burnley,Stoke,D,
Birmingham,Everton,D,
Bolton,Wigan,H,
Burnley,Wolves,A,
Chelsea,West Ham,H,
Hull,Arsenal,A,
Stoke,Aston Villa,D,
Tottenham,Blackburn,H,
Man United,Fulham,H,
Sunderland,Man City,D,
Liverpool,Portsmouth,H,
Wigan,Aston Villa,A,
Arsenal,West Ham,H,
Aston Villa,Wolves,D,
Everton,Bolton,H,
Portsmouth,Hull,H,
Stoke,Tottenham,A,
Sunderland,Birmingham,H,
Wigan,Burnley,H,
Blackburn,Chelsea,D,
Fulham,Man City,A,
Man United,Liverpool,H,
West Ham,Wolves,A,
Aston Villa,Sunderland,D,
Blackburn,Birmingham,H,
Man City,Everton,A,
Portsmouth,Chelsea,A,
Birmingham,Arsenal,D,
Bolton,Man United,A,
Chelsea,Aston Villa,H,
Hull,Fulham,H,
Tottenham,Portsmouth,H,
West Ham,Stoke,A,
Wolves,Everton,D,
Burnley,Blackburn,A,
Liverpool,Sunderland,H,
Man City,Wigan,H,
Arsenal,Wolves,H,
Bolton,Aston Villa,A,
Burnley,Man City,A,
Man United,Chelsea,A,
Portsmouth,Blackburn,D,
Stoke,Hull,H,
Sunderland,Tottenham,H,
Birmingham,Liverpool,D,
Everton,West Ham,D,
Fulham,Wigan,H,
Hull,Burnley,A,
West Ham,Sunderland,H,
Blackburn,Man United,D,
Liverpool,Fulham,D,
Man City,Birmingham,H,
Wolves,Stoke,D,
Chelsea,Bolton,H,
Aston Villa,Everton,D,
Tottenham,Arsenal,H,
Wigan,Portsmouth,D,
Birmingham,Hull,D,
Blackburn,Everton,A,
Fulham,Wolves,D,
Man City,Man United,A,
Stoke,Bolton,A,
Sunderland,Burnley,H,
Tottenham,Chelsea,H,
Portsmouth,Aston Villa,A,
Wigan,Arsenal,H,
Liverpool,West Ham,H,
Hull,Aston Villa,A,
Arsenal,Man City,D,
Bolton,Portsmouth,D,
Hull,Sunderland,A,
Man United,Tottenham,H,
West Ham,Wigan,H,
Wolves,Blackburn,D,
Aston Villa,Birmingham,H,
Burnley,Liverpool,A,
Chelsea,Stoke,H,
Everton,Fulham,H,
Birmingham,Burnley,H,
Man City,Aston Villa,H,
Portsmouth,Wolves,H,
Stoke,Everton,D,
Tottenham,Bolton,H,
Fulham,West Ham,H,
Liverpool,Chelsea,A,
Sunderland,Man United,A,
Blackburn,Arsenal,H,
Wigan,Hull,D,
Fulham,Stoke,A,
Man City,Tottenham,A,
Arsenal,Fulham,H,
Aston Villa,Blackburn,A,
Bolton,Birmingham,H,
Burnley,Tottenham,H,
Chelsea,Wigan,H,
Everton,Portsmouth,H,
Hull,Liverpool,D,
Man United,Stoke,H,
West Ham,Man City,D,
Wolves,Sunderland,H,
Aston Villa,West Ham,H,
Blackburn,Everton,H,
Bolton,Fulham,D,
Chelsea,West Brom,H,
Sunderland,Birmingham,D,
Tottenham,Man City,D,
Wigan,Blackpool,A,
Wolves,Stoke,H,
Liverpool,Arsenal,D,
Man United,Newcastle,H,
Arsenal,Blackpool,H,
Birmingham,Blackburn,H,
Everton,Wolves,D,
Stoke,Tottenham,A,
West Brom,Sunderland,H,
West Ham,Bolton,A,
Wigan,Chelsea,A,
Fulham,Man United,D,
Newcastle,Aston Villa,H,
Man City,Liverpool,H,
Blackburn,Arsenal,A,
Blackpool,Fulham,D,
Chelsea,Stoke,H,
Man United,West Ham,H,
Tottenham,Wigan,A,
Wolves,Newcastle,D,
Aston Villa,Everton,H,
Bolton,Birmingham,D,
Liverpool,West Brom,H,
Sunderland,Man City,H,
Arsenal,Bolton,H,
Everton,Man United,D,
Fulham,Wolves,H,
Man City,Blackburn,D,
Newcastle,Blackpool,A,
West Brom,Tottenham,D,
West Ham,Chelsea,A,
Wigan,Sunderland,D,
Birmingham,Liverpool,D,
Stoke,Aston Villa,H,
Aston Villa,Bolton,D,
Blackburn,Fulham,D,
Everton,Newcastle,A,
Stoke,West Ham,D,
Sunderland,Arsenal,D,
Tottenham,Wolves,H,
West Brom,Birmingham,H,
Chelsea,Blackpool,H,
Man United,Liverpool,H,
Wigan,Man City,A,
Arsenal,West Brom,A,
Birmingham,Wigan,D,
Blackpool,Blackburn,A,
Fulham,Everton,D,
Liverpool,Sunderland,D,
Man City,Chelsea,H,
West Ham,Tottenham,H,
Bolton,Man United,D,
Newcastle,Stoke,A,
Wolves,Aston Villa,A,
Birmingham,Everton,A,
Stoke,Blackburn,H,
Sunderland,Man United,D,
Tottenham,Aston Villa,H,
West Brom,Bolton,D,
West Ham,Fulham,D,
Wigan,Wolves,H,
Chelsea,Arsenal,H,
Liverpool,Blackpool,A,
Man City,Newcastle,H,
Arsenal,Birmingham,H,
Aston Villa,Chelsea,D,
Bolton,Stoke,H,
Fulham,Tottenham,A,
Man United,West Brom,D,
Newcastle,Wigan,D,
Wolves,West Ham,D,
Blackpool,Man City,A,
Everton,Liverpool,H,
Blackburn,Sunderland,D,
Birmingham,Blackpool,H,
Chelsea,Wolves,H,
Sunderland,Aston Villa,H,
Tottenham,Everton,D,
West Brom,Fulham,H,
West Ham,Newcastle,A,
Wigan,Bolton,D,
Liverpool,Blackburn,H,
Man City,Arsenal,A,
Stoke,Man United,A,
Arsenal,West Ham,H,
Blackburn,Chelsea,A,
Everton,Stoke,H,
Fulham,Wigan,H,
Man United,Tottenham,H,
Wolves,Man City,H,
Aston Villa,Birmingham,D,
Bolton,Liverpool,A,
Newcastle,Sunderland,H,
Blackpool,West Brom,H,
Birmingham,West Ham,D,
Blackburn,Wigan,H,
Blackpool,Everton,D,
Bolton,Tottenham,H,
Fulham,Aston Villa,D,
Man United,Wolves,H,
Sunderland,Stoke,H,
Arsenal,Newcastle,A,
Liverpool,Chelsea,H,
West Brom,Man City,A,
Stoke,Birmingham,H,
Tottenham,Sunderland,D,
Aston Villa,Blackpool,H,
Chelsea,Fulham,H,
Everton,Bolton,D,
Man City,Man United,D,
Newcastle,Blackburn,A,
West Ham,West Brom,D,
Wigan,Liverpool,D,
Wolves,Arsenal,A,
Aston Villa,Man United,D,
Man City,Birmingham,D,
Newcastle,Fulham,D,
Stoke,Liverpool,H,
Tottenham,Blackburn,H,
West Ham,Blackpool,D,
Wigan,West Brom,H,
Wolves,Bolton,A,
Chelsea,Sunderland,A,
Everton,Arsenal,A,
Arsenal,Tottenham,A,
Birmingham,Chelsea,H,
Blackpool,Wolves,H,
Bolton,Newcastle,H,
Liverpool,West Ham,H,
Man United,Wigan,H,
West Brom,Stoke,A,
Blackburn,Aston Villa,H,
Fulham,Man City,A,
Sunderland,Everton,D,
Aston Villa,Arsenal,A,
Bolton,Blackpool,D,
Everton,West Brom,A,
Fulham,Birmingham,D,
Man United,Blackburn,H,
Stoke,Man City,D,
West Ham,Wigan,H,
Wolves,Sunderland,H,
Newcastle,Chelsea,D,
Tottenham,Liverpool,H,
Arsenal,Fulham,H,
Birmingham,Tottenham,D,
Blackburn,Wolves,H,
Chelsea,Everton,D,
Man City,Bolton,H,
Wigan,Stoke,D,
Sunderland,West Ham,H,
West Brom,Newcastle,H,
Liverpool,Aston Villa,H,
Aston Villa,West Brom,H,
Everton,Wigan,D,
Fulham,Sunderland,D,
Newcastle,Liverpool,H,
Stoke,Blackpool,A,
West Ham,Man City,A,
Bolton,Blackburn,H,
Tottenham,Chelsea,D,
Wolves,Birmingham,H,
Man United,Arsenal,H,
Blackburn,West Ham,D,
Sunderland,Bolton,H,
Man City,Everton,A,
Aston Villa,Tottenham,A,
Blackburn,Stoke,A,
Bolton,West Brom,H,
Fulham,West Ham,A,
Man United,Sunderland,H,
Newcastle,Man City,A,
Wolves,Wigan,A,
Arsenal,Chelsea,H,
Birmingham,Man United,D,
Man City,Aston Villa,H,
Stoke,Fulham,A,
Sunderland,Blackpool,A,
Tottenham,Newcastle,H,
West Brom,Blackburn,A,
West Ham,Everton,D,
Chelsea,Bolton,H,
Liverpool,Wolves,A,
Wigan,Arsenal,D,
Birmingham,Arsenal,A,
Liverpool,Bolton,H,
Man City,Blackpool,H,
Stoke,Everton,H,
Sunderland,Blackburn,H,
Tottenham,Fulham,H,
West Brom,Man United,A,
West Ham,Wolves,H,
Chelsea,Aston Villa,D,
Wigan,Newcastle,A,
Blackpool,Birmingham,A,
Fulham,West Brom,H,
Man United,Stoke,H,
Arsenal,Man City,D,
Aston Villa,Sunderland,A,
Blackburn,Liverpool,H,
Bolton,Wigan,D,
Everton,Tottenham,H,
Newcastle,West Ham,H,
Wolves,Chelsea,H,
Blackpool,Liverpool,H,
Chelsea,Blackburn,H,
Man City,Wolves,H,
Stoke,Bolton,H,
West Brom,Blackpool,H,
West Ham,Arsenal,A,
Wigan,Fulham,D,
Birmingham,Aston Villa,D,
Liverpool,Everton,D,
Sunderland,Newcastle,D,
Tottenham,Man United,D,
Arsenal,Wigan,H,
Aston Villa,Man City,H,
Blackpool,Sunderland,A,
Everton,West Ham,D,
Fulham,Stoke,H,
Man United,Birmingham,H,
Newcastle,Tottenham,D,
Wolves,Liverpool,A,
Blackburn,West Brom,H,
Bolton,Chelsea,A,
Blackpool,Man United,A,
Wigan,Aston Villa,A,
Liverpool,Fulham,H,
Arsenal,Everton,H,
Man United,Aston Villa,H,
Sunderland,Chelsea,A,
West Brom,Wigan,D,
Birmingham,Man City,D,
Blackburn,Tottenham,A,
Blackpool,West Ham,A,
Bolton,Wolves,H,
Fulham,Newcastle,H,
Liverpool,Stoke,H,
Aston Villa,Fulham,D,
Everton,Blackpool,H,
Man City,West Brom,H,
Newcastle,Arsenal,D,
Stoke,Sunderland,H,
Tottenham,Bolton,H,
Wigan,Blackburn,H,
Wolves,Man United,H,
Chelsea,Liverpool,A,
West Ham,Birmingham,A,
Arsenal,Wolves,H,
Birmingham,Stoke,H,
Blackburn,Newcastle,D,
Blackpool,Aston Villa,D,
Liverpool,Wigan,D,
Man United,Man City,H,
Sunderland,Tottenham,A,
West Brom,West Ham,D,
Bolton,Everton,H,
Fulham,Chelsea,D,
Birmingham,Newcastle,A,
West Brom,Wolves,D,
Blackpool,Tottenham,H,
Arsenal,Stoke,H,
Aston Villa,Blackburn,H,
Everton,Sunderland,H,
Newcastle,Bolton,D,
Wigan,Man United,A,
Wolves,Blackpool,H,
Man City,Fulham,D,
West Ham,Liverpool,H,
Stoke,West Brom,D,
Chelsea,Man United,H,
Arsenal,Sunderland,D,
Birmingham,West Brom,A,
Bolton,Aston Villa,H,
Fulham,Blackburn,H,
Man City,Wigan,H,
Newcastle,Everton,A,
West Ham,Stoke,H,
Liverpool,Man United,H,
Wolves,Tottenham,D,
Blackpool,Chelsea,A,
Everton,Birmingham,D,
Aston Villa,Wolves,A,
Blackburn,Blackpool,D,
Everton,Fulham,H,
Man United,Bolton,H,
Stoke,Newcastle,H,
Tottenham,West Ham,D,
West Brom,Arsenal,D,
Wigan,Birmingham,H,
Chelsea,Man City,H,
Sunderland,Liverpool,A,
Arsenal,Blackburn,D,
Birmingham,Bolton,H,
Everton,Aston Villa,D,
Newcastle,Wolves,H,
Stoke,Chelsea,D,
West Brom,Liverpool,H,
West Ham,Man United,A,
Wigan,Tottenham,D,
Fulham,Blackpool,H,
Man City,Sunderland,H,
Blackburn,Birmingham,D,
Bolton,West Ham,H,
Chelsea,Wigan,H,
Man United,Fulham,H,
Sunderland,West Brom,A,
Tottenham,Stoke,H,
Wolves,Everton,A,
Aston Villa,Newcastle,H,
Blackpool,Arsenal,A,
Liverpool,Man City,H,
Birmingham,Sunderland,H,
Blackpool,Wigan,A,
Everton,Blackburn,H,
West Brom,Chelsea,A,
West Ham,Aston Villa,A,
Arsenal,Liverpool,D,
Newcastle,Man United,D,
Chelsea,Birmingham,H,
Tottenham,Arsenal,D,
Aston Villa,Stoke,D,
Blackpool,Newcastle,D,
Chelsea,West Ham,H,
